"","pf_rol","pf_ss","pf_movement","pf_religion","pf_association","pf_expression","pf_identity","ef_government","ef_legal","ef_money","ef_trade","ef_regulation"
"Russia",-0.681918432802485,-0.378765716669528,-1.57125482670277,-1.68457948216463,-0.771918131700293,-0.953892451785362,0.735991375240531,0.186953873017699,-0.164485141071586,0.616298908713861,-0.152233983711731,-0.467904351143042
"Rwanda",0.107035678322316,0.325462434525051,-0.362023083435443,-0.830222608355791,-1.92026878824197,-0.882757384782519,0.709016125848715,-0.625975212650393,1.27284122562118,0.789609204929091,-0.002682675941219,1.11404688622099
"Saudi Arabia",0.49451599996477,-0.441712637536368,-2.78048656960734,-2.50190472924332,-1.92026878824197,-1.17949588245529,-2.25826131922809,-0.925672402222873,-0.0185586922028527,0.557009682514135,-0.947189531532909,0.11960941948942
"Senegal",-0.260617673936723,-0.163139600200286,-0.362023083435443,0.933929018145765,1.14199962920249,0.34666502929738,-1.44900383423657,0.283367962062541,-0.627611559194599,-0.74691775796234,-0.299308677724589,-0.838624204607339
"Serbia",-0.433933433328224,0.911792821687127,0.847208659469119,0.489111256088146,0.376432524841379,0.52334849018862,0.735991375240531,-0.0613953901876049,-0.175216103764882,-0.0681054144268875,0.494586778959241,0.134178313700679
"Seychelles",0.169953030493359,-0.434313713171649,-0.0597151477999953,0.411322928540818,0.136245160885821,-0.01406370278871,0.978768620737987,-0.127955989268594,0.297595487627397,0.543487142156437,0.628448695859584,0.36200068297172
"Sierra Leone",-0.724894062872238,-0.00182706341166957,0.242592787835453,0.597357548924425,0.0107437615007532,-0.27172708320357,0.43926363063574,0.436167753742634,-0.796729142502133,-0.929687588779538,-0.814409718626544,-2.23103072264638
"Singapore",1.57923972709176,0.934298364702059,0.242592787835453,-0.786179075930574,-1.34609345997113,-0.962275822978315,0.331362632744772,1.17258165589945,1.9659539401114,1.08735564248799,1.92641870921736,1.90788887338265
"Slovak Rep.",0.71624477629721,0.90507120003545,0.847208659469119,0.168097452849576,1.14199962920249,0.994504385486334,0.735991375240531,-0.729821058598623,0.243740596762101,0.877666364017655,1.07113876058419,0.543384904827345
"Slovenia",0.823448629091301,1.19228866463712,0.847208659469119,0.920781695263348,1.14199962920249,1.07548430500995,0.735991375240531,-1.39378160649659,0.654613936104947,0.913165217010681,0.733822019171395,-0.166221716702078
"South Africa",0.38050955087806,-1.42300122083785,0.847208659469119,1.13661691485095,1.14199962920249,0.751564626915477,0.735991375240531,-0.359070924013686,-0.018699825729766,-0.114902760318689,-0.204026489284415,0.147558277284218
"Spain",1.16753279877676,1.09924620653471,0.847208659469119,0.32718006138339,0.950607853112215,0.942971709032328,0.735991375240531,-0.378912681402245,1.03694014343546,0.892142475020776,0.874605405197507,0.398482000546108
"Sri Lanka",-0.361002771563426,0.256604993754648,-0.362023083435443,-0.335664140939443,-0.580526355610015,-0.286450705047572,-1.69178107973403,1.4515692269343,-0.187663269174328,-1.25088563387983,-0.95529649295414,-0.128145798720185
"Sudan",-1.1918509447119,-1.77131471134537,-0.966638955069109,-0.564208439155612,-1.34609345997113,-1.236124306565,-2.25826131922809,2.41527937368228,-1.45453338728107,-1.94078471046052,-3.509659395793,-1.04329248537071
"Suriname",-0.108567953208133,-0.597388587594684,0.847208659469119,1.20837938612647,0.295497936527022,0.514146226226924,0.978768620737987,0.510520258756161,0.00129800098886621,-1.60854622789875,0.158074122542834,-0.727670669518418
"Swaziland",-0.275351449616399,-0.966760635675341,-0.362023083435443,0.303843562705051,-0.381353103982216,-1.07048356205676,-0.680209223494627,-0.829819827735556,-0.558204145726441,-0.366467623186883,-0.00227262811297793,0.690676746244358
"Sweden",2.10418021773327,1.25256407982052,0.847208659469119,0.852634737750909,1.14199962920249,1.2595295762048,0.574139878242228,-2.33793908392172,1.6979231299606,0.787349204745246,1.00011405958403,1.17897345684597
"Switzerland",1.92617079108478,1.1091453226709,0.847208659469119,0.440685283490963,1.14199962920249,1.22272052221319,0.735991375240531,0.769284317142741,2.14229600766773,1.20219843549644,0.524429169586931,1.41703435416586
"Syria",-1.91717012811398,-2.16769060202749,-2.78048656960734,-1.79742733759562,-1.72441614679933,-3.66743079699138,-2.25826131922809,-0.234261405436609,-1.15501161812194,-2.2351221307254,-1.78457192593955,-1.52682222954398
"Taiwan",1.15044790773768,1.16084234255805,0.847208659469119,1.13223447349572,1.14199962920249,0.987142574564333,0.978768620737987,0.590083571989321,1.01672752912648,1.055402680222,0.603031140282784,0.988842000457748
"Tajikistan",-1.1098037188665,0.226439809707047,0.242592787835453,-1.82700881437687,-1.92026878824197,-2.11217979886242,0.43926363063574,0.0348184896680589,-0.0584138646813671,0.421511843984481,-0.555893619597931,-0.240047833426413
"Tanzania",-0.529300952349169,-0.507007190892429,0.242592787835453,-0.589188352750532,-0.771918131700293,-0.117129055078333,-0.639746349245051,0.678799465124122,0.290641222718996,-0.0150706404301263,-0.688094506155595,0.187090223327009
"Thailand",-0.503408316457752,0.415628672952795,0.242592787835453,-0.11106403923302,-0.963309907790572,-0.328726473320861,-0.842060720492931,0.129932734228568,-0.308706104351112,0.282435298284602,0.0765312374219305,0.0813119275646291
"Timor-Leste",-1.13168609442311,-0.653693071385758,-0.966638955069109,0.699249302742235,-0.317764728993936,0.436847212164305,-0.100241359142804,-0.297452526826306,-1.09168177490572,0.305366401150951,0.0196992157666138,0.37416626461714
"Togo",-0.628047590223918,-0.0265413525584157,-0.362023083435443,0.848252296395683,0.376432524841379,0.479177624656615,-0.639746349245051,0.193023560342035,-1.00418450959888,-0.869277655028729,-1.35523766214479,-0.717916772184223
"Trinidad and Tobago",-0.230586564883515,-1.49333319302216,0.847208659469119,0.693661690132649,-0.0368028415293321,0.642977916743549,-0.100241359142804,-0.72535947814943,-0.438485082264953,0.578869931253535,0.69745046932309,-0.389368095619505
"Tunisia",-0.214379986579635,-0.357448182440137,0.242592787835453,-0.58349117981702,0.376432524841379,0.202938058088634,-0.909498844134323,-0.553513121334292,0.0401855714978169,-0.845011856008027,-0.090237031255212,-0.609056843647523
"Turkey",-0.694591341630687,-0.392009967376053,0.847208659469119,-1.74505716789706,-0.963309907790572,-2.3049411708367,0.735991375240531,0.075859407836255,-0.284335961960619,0.551448380782911,0.169200748190811,-0.375329756765383
"Uganda",-1.06947720809018,-0.750186984531116,0.242592787835453,0.564708363549491,-0.00635102733917836,0.125810703492525,-1.04437509174081,1.47315979464947,-0.315880282772784,0.289706685905062,0.369118905947043,0.909630860259252
"Ukraine",-0.344002974408338,-0.483506002370609,0.242592787835453,-0.938249778769331,-0.580526355610015,-0.364956425361233,0.735991375240531,0.491867619024222,-0.453642590349603,-2.40589224128038,-0.389771236255283,-0.148237346578756
"United Arab Emirates",0.771538508435881,-0.0556173840782657,-1.57125482670277,-1.62563565043323,-2.4944441165128,-0.853310141094515,-2.25826131922809,0.195227437506786,0.549889534953272,0.61658312583678,1.02809816609582,0.357901180388228
"United Kingdom",1.5995640872032,1.2368419429162,0.847208659469119,0.083954585692148,1.14199962920249,0.96505714179833,0.735991375240531,-0.668936949050604,1.71943546623779,1.14592729429668,1.20424282092786,1.17484181254922
"United States",1.12955134309209,0.723218221892861,0.847208659469119,0.834447607428307,1.14199962920249,0.959802986819093,0.735991375240531,-0.0467127797684864,1.42374186421972,1.14901148742059,0.538295659806775,1.75927954419802
"Uruguay",0.94055727866063,0.236688799502808,0.847208659469119,0.612915214907195,0.1850407487511,1.03131343947795,0.978768620737987,0.290733303774869,0.0968000491370435,0.522021095116604,0.656839321091117,-0.195300290979807
"Venezuela",-1.86818401338546,-1.24754692505731,0.242592787835453,-0.330624333499259,-0.197742803429457,-1.59539021912274,0.169511135746468,-1.46482043616794,-2.09574984465245,-4.50930254151155,-3.16711308766871,-4.40278698673137
"Vietnam",-0.119802169799293,0.393039223877429,-1.57125482670277,-0.915680207683134,-2.11166056433224,-1.14153468356712,0.735991375240531,0.917735568696372,-0.100257680558457,-1.26935438398521,-0.628853504361069,-0.305965895917714
"Yemen, Rep.",-1.5225924322569,-2.8680238992419,-2.78048656960734,-3.12208599565216,-1.85651414356213,-2.84836088549699,-2.25826131922809,0.939312825444798,-1.35825017784524,0.573719071607306,-0.283367263249684,-1.7376434517718
"Zambia",-0.608110382209775,0.148409258286423,-0.966638955069109,-0.0655962137223327,-0.386187584072329,-0.571037459449217,-0.909498844134323,-0.34202662144478,0.0780070707642272,0.0146155609680086,-0.0389405764610031,-0.586731022739636
"Zimbabwe",-0.98085196163446,-0.32320379515854,-0.966638955069109,-0.601020943463033,-1.72887701215169,-0.64276235070414,-1.1792513393473,-0.275375714395738,-0.955286350307328,0.0399152128620428,-1.23471115463961,-0.455140184360343
